איזור גידול,סוג חלקה,אורגני,מספר חלקה ,_id,שם חלקת אם,שם חלקה מפורט,שטח ברוטו (דונם),מגוף השקייה,מקור מים,דונם לגידול שלחין,תיאור מיקום מדוייק,אזור פיצוי בצורת,אחוז בצורת,איזור ביטוח קנט,מספר משרד החקלאות,מספר חלקה ישן,SHAPE_Length,מרכז שדה קו-רוחב,מרכז שדה קו-אורך,OBJECTID *,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,חורף 2018,קיץ 2018,2019,2019 - קיץ,2020,2021,2022,2023,2024,פתיחת חלקה בביאקם 2019,,דוררת,גרב אבקי,אבנים,רגישות לקרה,חיטוי אדיגן,תאריך אחרון לחיטוי,התאמה לריסוס אווירי,הרכב הקרקע,ניקוז,רוחות,גשם,"אפיון סביבה ונוף:
מגבלות שהוטלו ע""י המשרד לאיכות הסביבה / נציבות המים / הרשות לשמירת הטבע ","נכסי טבע ונוף בסביבה
(צומח,חי,אתרים היסטוריים וארכאולוגים)",פוריות ,התאמת הקרקע לגידול ,התאמת מי השקיה לגידול,עשבים רעים,"הדברת עשבים
(חומרים / שיטות)",שאריות חומרי הדברת עשבים,מזיקים ומחלות בגידולים קודמים (בגידול ב 2017),מכשולים בחלקה ובסביבתה,זבלים אורגניים,נזק מבעלי חים,נזק מגידולים שכנים,בטיחות עובדים ,"גורמים מיקרוביאליים
(רמת הסיכון)",ינבוט,עלקת מצרית,דטורה,סיכונים לאורגני,type
משמר הנגב,שלחין,אורגני,2039,2039-1,39,39 - 1,83,201,קידוח משמר הנגב,67,אמצע מול הגבעת בור,ה6,0,משמר הנגב - 3,42347,2539,2188.392557,585002.5542,174110.397,79,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",גזר + (חיטה / פפריקה),חיטה א',חיטה ב',פפריקה,כרב נח,"תפו""א",גזר,חיטה א',פפריקה,פפריקה,חיטה א',,חיטה לתחמיץ,גזר,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2039,2039-1,39,39 - 1,25,201,קידוח משמר הנגב,25,אמצע,ה6,0,משמר הנגב - 3,42347,2539,2188.392557,585002.5542,174110.397,79,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",גזר + (חיטה / פפריקה),חיטה א',חיטה ב',גזר,"תפו""א",כרב נח,פפריקה,כרב נח,חיטה לתחמיץ,,גזר,,חיטה א',חיטה ב',פפריקה,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2039,2039-1,39,39 - 1,92,201,קידוח משמר הנגב,86,חלק מערבי,ה6,0,משמר הנגב - 3,42347,2539,2188.392557,585002.5542,174110.397,79,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",גזר + (חיטה / פפריקה),חיטה א',גזר,חיטה א',"תפו""א",כרב נח,פפריקה,כרב נח,גזר,,חיטה לתחמיץ,,"תפו""א",,פפריקה,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2039,2039-2,39,39 - 2,54,202,קידוח משמר הנגב,46,מזרח,ה6,0,משמר הנגב - 3,42328,2539,2014.737364,585285.3674,174392.1927,224,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",גזר,חיטה א',חיטה ב',חיטה א' + חיטה ב',גזר,"תפו""א",חיטה,פפריקה,חיטה לתחמיץ,,"תפו""א",,גזר,,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2039,2039-2,39,39 - 2,54,202,קידוח משמר הנגב,54,אמצע,ה6,0,משמר הנגב - 3,42328,2539,2014.737364,585285.3674,174392.1927,224,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",גזר,חיטה א',חיטה ב' / פפריקה,חיטה א' + חיטה ב',"תפו""א",גזר,חיטה,כרב נח,חיטה לתחמיץ,,"תפו""א",,חיטה א',,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2039,2039-2,39,39 - 2,92,202,קידוח משמר הנגב,92,חלק מערבי,ה6,0,משמר הנגב - 3,42328,2539,2014.737364,585285.3674,174392.1927,224,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",חיטה / פפריקה,חיטה א',חיטה ב',חיטה א' + חיטה ב',"תפו""א",כרב נח,פפריקה,כרב נח,גזר,,חיטה לתחמיץ,,"תפו""א",,פפריקה,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2004,2004-1,4 דרום,4 - 1 דרום,72,141,משמר הנגב שפירים,71,,ד7,100,משמר הנגב צפון  - 1,42364,2004,1187.634179,588286.2361,167900.2718,98,,,,,,,פפריקה,מללי,"תפו""א",חיטה א',גזר / חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,"תפו""א",,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מעט דטורה,,plot
משמר הנגב,שלחין,רגיל,2004,2004-2,4 דרום,4 - 2 דרום,71,142,משמר הנגב שפירים,67,,ד7,100,משמר הנגב צפון  - 1,42410,2004,1186.609142,588320.2859,167479.2888,175,,,,,,,פפריקה,מללי,"תפו""א",חיטה א',גזר / חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,"תפו""א",,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,המון דטורה בעיקר ב15 ערוגות צפוניות,,plot
משמר הנגב,שלחין,רגיל,2004,2004-3,4 דרום,4 - 3 דרום,68,143,משמר הנגב שפירים,69,,ד7,100,משמר הנגב צפון  - 1,42296,2004,1124.60449,588349.0522,167070.4752,179,,,,,,,פפריקה,מללי,"תפו""א",חיטה א',גזר / חיטה ב',חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,"תפו""א",,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דטורה בעיקר בשוליים הצפוניים,,plot
משמר הנגב,שלחין,רגיל,2204,2204-1,4 צפון,4 - 1 צפון,71,141,משמר הנגב שפירים,71,,ד7,100,משמר הנגב צפון  - 1,42363,2204,1209.533544,588454.6693,167928.0065,97,,,,,,,חיטה א',"תפו""א",חיטה א',חיטה ב',גזר / אפונה,"תפו""א",חיטה א',חיטה ב',חימצה,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2204,2204-2,4 צפון,4 - 2 צפון,68,142,משמר הנגב שפירים,68,,ד7,100,משמר הנגב צפון  - 1,42409,2204,1163.745577,588486.6008,167493.6523,174,,,,,,,חיטה א',"תפו""א",חיטה א',חיטה ב',גזר / אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2204,2204-3,4 צפון,4 - 3 צפון,66,143,משמר הנגב שפירים,66,,ד7,100,משמר הנגב צפון  - 1,42295,2204,1121.762888,588517.9985,167080.1101,178,,,,,,,חיטה א',"תפו""א",חיטה א',חיטה ב',גזר / אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,אורגני,2046-9,2046-9,46 פלחה,46 פלחה,98,,,98,,ה6,100,משמר הנגב - 3,<Null>,2544,2066.043407,585786.6018,174101.5107,509,,,,,,,,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',כרב נח,חיטה א',,חיטה ב',,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2049,2049-1,49,49-1,53,201,קידוח משמר הנגב,53,מזרח - 4 ברזים מזרחיים ביותר,ה6,0,משמר הנגב - 3,42324,2539,1773.185248,584631.8735,174532.0422,492,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א","חיטה א' + תפו""א",חיטה ב' + חיטה א',גזר,חיטה א',"תפו""א",כרב נח,כרב נח,חיטה א',חיטה+כרב,"תפו""א",,גזר,,חיטה א',חיטה ב',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2049,2049-1,49,49-1,24,201,קידוח משמר הנגב,24,מזרח - ברז 5 ו 6 ממזרח,ה6,0,משמר הנגב - 3,42324,2539,1773.185248,584631.8735,174532.0422,492,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א","חיטה א' + תפו""א",חיטה ב' + חיטה א',גזר,חיטה א',"תפו""א",כרב נח,כרב נח,חיטה א',חיטה+כרב,חיטה לתחמיץ,,גזר,,חיטה א',חיטה ב',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2049,2049-1,49,49-1,118,201,קידוח משמר הנגב,118,מערב,ה6,0,משמר הנגב - 3,42324,2539,1773.185248,584631.8735,174532.0422,492,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א","חיטה א' + תפו""א",חיטה ב' + חיטה א',גזר,חיטה א',"תפו""א",פפריקה,כרב נח,חיטה א',גזר,חיטה לתחמיץ,,"תפו""א",,חיטה לתחמיץ,פפריקה,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2049,2049-2,49,49-2,76,202,קידוח משמר הנגב,76,מזרח - 6 בזרים מזרחיים ביותר,ה6,0,משמר הנגב - 3,42348,2539,1782.188591,584958.8746,174776.913,80,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א","חיטה א' + תפו""א",חיטה ב' + חיטה א',גזר,חיטה א',"תפו""א",כרב נח,כרב נח,חיטה א',פפריקה,חיטה א',,גזר,,"תפו""א",,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2049,2049-2,49,49-2,54,202,קידוח משמר הנגב,54,אמצע,ה6,0,משמר הנגב - 3,42348,2539,1782.188591,584958.8746,174776.913,80,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א","חיטה א' + תפו""א",חיטה ב' + חיטה א',גזר,חיטה א',חיטה ב',"תפו""א",כרב נח,חיטה א',גזר,חיטה לתחמיץ,,כרב נח,פפריקה,חיטה א',,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2049,2049-2,49,49-2,65,202,קידוח משמר הנגב,65,מערב,ה6,0,משמר הנגב - 3,42348,2539,1782.188591,584958.8746,174776.913,80,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א","חיטה א' + תפו""א",חיטה ב' + חיטה א',גזר,חיטה א',חיטה ב',פפריקה,כרב נח,"תפו""א",גזר,חיטה לתחמיץ,,כרב נח,פפריקה,חיטה א',,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2008,2208-1,8 מערב,8 -1 מערב,67,174,מאגר רהט,67,החלק שמול שטח 9 צפון,ד7,100,משמר הנגב צפון  - 1,42383,2008,1969.062366,588295.1126,171629.7602,364,,,,,,,אפונה,חיטה א',חיטה ב',"תפו""א","תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א / טף",חיטה א',חימצה,,חיטה א',,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2008,2208-1,8 מערב,8 -1 מערב,68,174,מאגר רהט,68,מה שמול 9 דרום,ד7,100,משמר הנגב צפון  - 1,42383,2008,1969.062366,588295.1126,171629.7602,364,,,,,,,אפונה,חיטה א',חיטה ב',"תפו""א","תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א / טף",חיטה א',חיטה ב',,שעורה,,"תפו""א",חיטה א',,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2008,2208-2,8 מערב,8 - 2 מערב,53,175,מאגר רהט,53,,ד7,100,משמר הנגב צפון  - 1,42383,2008,1282.214356,588274.9346,171251.533,508,,,,,,,אפונה,חיטה א',חיטה ב',"תפו""א","תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א / טף",חיטה א',חיטה ב',,שעורה,,"תפו""א",חיטה א',,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2208,2208,8 צפון,8 צפון,207,,,207,,ד7,100,משמר הנגב צפון  - 1,42384,2008,2564.141525,588547.0135,172416.5334,120,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,אבטיח,אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2009,2009-1,9 דרום,9 - 1 דרום,95,191,מאגר רהט,95,,ד7,100,משמר הנגב צפון  - 1,42355,2009,1292.137786,587811.8594,172334.9617,361,,,,,,,חיטה ב',חיטה ג',אפונה,"תפו""א / מללי",חיטה א',חיטה ב',חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2009,2009-2,9 דרום,9 - 2 דרום,63,192,מאגר רהט,63,,ד7,100,משמר הנגב צפון  - 1,42325,2009,1172.60529,587981.6135,172020.0764,363,,,,,,,חיטה ב',חיטה ג',אפונה,"תפו""א / מללי",חיטה א',חיטה ב',חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2209,2209-1,9 צפון,9 - 1 צפון,133,191,מאגר רהט,133,,ד7,100,משמר הנגב צפון  - 1,42354,2209,1445.654125,588092.8731,172429.5787,360,,,,,,,"תפו""א / מללי",חיטה א',חיטה ב',אפונה,"תפו""א / מללי",חיטה א',חיטה א',שעורה,"תפו""א / טף",חיטה א',חימצה,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2209,2209-2,9 צפון,9 - 2 צפון,112,192,מאגר רהט,112,,ד7,100,משמר הנגב צפון  - 1,42320,2209,1378.419956,588218.4068,172065.7898,362,,,,,,,"תפו""א / מללי",חיטה א',חיטה ב',אפונה,"תפו""א / מללי",חיטה א',חיטה א',שעורה,"תפו""א / טף",חיטה א',חימצה,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2026,2026-1,א-ב,א-ב - 1,64,101,מאגר רהט,64,א-ב - 1 מערב,ד7,100,משמר הנגב צפון  - 1,42338,2026,1462.389302,586724.0369,172599.9843,68,,,,,,,"תפו""א",חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א/טף",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2026,2026-2,א-ב,א-ב - 2,61,102,מאגר רהט,61,א-ב - 2 מערב,ד7,100,משמר הנגב צפון  - 1,42318,2026,1405.291025,587091.3227,172802.591,212,,,,,,,"תפו""א",חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א/טף",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2026,2026-1,א-ב,א-ב - 1,63,101,מאגר רהט,63,א-ב - 1 מזרח,ד7,100,משמר הנגב צפון  - 1,42338,2026,1462.389302,586724.0369,172599.9843,68,,,,,,,חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חימצה,,חיטה א',,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2026,2026-2,א-ב,א-ב - 2,64,102,מאגר רהט,64,א-ב - 2 מזרח,ד7,100,משמר הנגב צפון  - 1,42318,2026,1405.291025,587091.3227,172802.591,212,,,,,,,חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חימצה,,חיטה א',,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,101,101,אבוקדו,אבוקדו,147,60,"שפד""ן בית קמה",130,,ד7,100,בית קמה דרום - 6,42926,101,1552.346229,595033.2377,176109.4612,135,,,,,מללי,"תפו""א",חיטה א',"תפו""א",חיטה א',חיטה ב',גזר,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,183,183-1,ארגנטינה,ארגנטינה - 1,93,71,"שפד""ן בית קמה",93,,ד7,100,בית קמה דרום - 6,42905,183,1282.451347,594923.7207,175374.8013,48,,,,חיטה ב',חומוס,"תפו""א",חיטה א',חיטה ב',חיטה ב',גזר + חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,"תפו""א",,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,183,183-2,ארגנטינה,ארגנטינה - 2,92,72,"שפד""ן בית קמה",92,,ד7,100,בית קמה דרום - 6,42854,183,1275.464812,595115.504,175034.4418,231,,,,חיטה ב',חומוס,"תפו""א",חיטה א',חיטה ב',חיטה ב',גזר + חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,"תפו""א",,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,183,183-3,ארגנטינה,ארגנטינה - 3,76,73,"שפד""ן בית קמה",76,,ד7,100,בית קמה דרום - 6,42852,183,1160.564327,595304.3238,174729.685,227,,,,חיטה ב',חומוס,"תפו""א",חיטה א',חיטה ב',חיטה ב',גזר + חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,"תפו""א",,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,102,102,בין הכבישים,בין הכבישים,134,,,134,,ד2,80,בית קמה מרכז - 8,42880,102,2350.348993,597006.2138,178198.1004,20,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',חיטה ג',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,חימצה בעל,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,102,102,בין הכבישים,בין הכבישים,17,,,17,,ד2,80,בית קמה מרכז - 8,42881,102,562.39831,597513.5412,178522.3063,21,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',חיטה ג',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,102,102,בין הכבישים,בין הכבישים,12,,,12,,ד2,80,בית קמה צפון - 5,<Null>,102,497.656231,597756.3423,178645.9191,434,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',חיטה ג',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,105,105,בית אלפא 1,בית אלפא 1,334,,,334,,ד2,80,בית קמה צפון - 5,42890,105,3393.492644,599424.4743,178399.1426,31,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,תלתן,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,106,106,בית אלפא 2,בית אלפא 2,253,,,253,,ד2,80,בית קמה צפון - 5,42891,106,3500.171721,600019.7013,177919.6836,32,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,תלתן,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,107,107,בית אלפא 3,בית אלפא 3,480,,,480,,ד2,80,בית קמה צפון - 5,42892,107,3977.797583,600459.8953,177582.2092,33,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,תלתן,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,108,108,בית אלפא 4,בית אלפא 4,117,,,117,,ד2,80,בית קמה צפון - 5,42893,108,1738.835392,600911.2503,177334.6518,34,,,,,חיטה ב',כרב נח,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,תלתן,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,109,109,בית ספר,בית ספר,31,,,31,,ד5,100,בית קמה מזרח - 7,42924,109,778.823771,594550.39,179180.7566,131,,,,,,,,חיטה ב',תלתן,חיטה א',חיטה ב',אפונה,חיטה א',חיטה א',חיטה ב',שעורה,כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,184,184-1,ברזיל,ברזיל - 1,112,71,"שפד""ן בית קמה",112,,ד7,100,בית קמה דרום - 6,42866,184,1633.213952,594741.0725,175113.641,248,,,,אפונה,חיטה א',חיטה ב',"תפו""א","תפו""א / מללי",חיטה א',גזר + חיטה ב',חיטה א' + פפריקה,"תפו""א + חיטה א'",חיטה א' + חיטה ב',שעורה,כרב נח,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,184,184-2,ברזיל,ברזיל - 2,119,72,"שפד""ן בית קמה",119,,ד7,100,בית קמה דרום - 6,42906,184,1519.808936,594897.6333,174842.6224,49,,,,אפונה,חיטה א',חיטה ב',"תפו""א","תפו""א / מללי",חיטה א',גזר + חיטה ב',חיטה א' + פפריקה,"תפו""א + חיטה א'",חיטה א' + חיטה ב',שעורה,כרב נח,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,110,110,בריכה דרום,בריכה דרום,38,1,"שפד""ן בית קמה",38,,ד7,100,בית קמה מזרח - 7,42883,114,913.256614,593694.1789,177544.1865,24,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',,חיטה ב',,שעורה,חיטה א',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,111,111-1,בריכה מזרח,בריכה מזרח - 1,72,1,"שפד""ן בית קמה",72,,ד7,100,בית קמה מזרח - 7,42929,111,1077.921529,593623.629,178028.211,138,,,,"תפו""א ",חיטה א',גזר,חיטה א',"תפו""א",חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב' + כרב נח,חיטה ג' + חיטה א',"תפו""א/מללי",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,111,111-2,בריכה מזרח,בריכה מזרח - 2,64,2,"שפד""ן בית קמה",64,,ד7,100,בית קמה מזרח - 7,42860,111,1012.624447,593833.0198,178166.7326,242,,,,"תפו""א ",חיטה א',גזר,חיטה א',"תפו""א",חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב' + גזר,חיטה ג' + חיטה א',"תפו""א/מללי",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,113,113-1,בריכה מערב,בריכה מערב - 1,63,1,"שפד""ן בית קמה",63,,ד7,100,בית קמה מזרח - 7,42943,113,1088.194502,593946.5657,177576.0842,260,,,,חיטה,"תפו""א",חיטה א',פפריקה,מללי,חיטה א',"תפו""א",חיטה א',גזר/מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,גזר,,חיטה א',חימצה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,113,113-2,בריכה מערב,בריכה מערב - 2,76,2,"שפד""ן בית קמה",76,,ד7,100,בית קמה מזרח - 7,42930,113,1166.513239,594217.5119,177728.4861,143,,,,חיטה,"תפו""א",חיטה א',פפריקה,מללי,חיטה א',"תפו""א",חיטה א',גזר/מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,גזר,,חיטה א',חימצה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
